CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,Churn_Probability,Risk_Level
1915-IOFGU,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,1,90,4123,Competitor offered higher download speeds,0.6331937600738394,Medium Risk
3045-XETSH,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,1,97,3074,Competitor offered more data,0.7218409265274324,High Risk
7239-HZZCX,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,1,100,4851,Competitor made better offer,0.2254851728094352,Low Risk
7683-CBDKJ,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,1,90,2881,Competitor had better devices,0.12195575630360117,Low Risk
0946-CLJTI,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,1,91,4662,Competitor had better devices,0.5799401194082845,Medium Risk
0628-CNQRM,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,1,76,3378,Don't know,0.1278165228898694,Low Risk
7665-TOALD,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,79,2412,Competitor offered higher download speeds,0.7165734793680028,High Risk
0112-QWPNC,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,73,6452,Competitor offered higher download speeds,0.09425093087438761,Low Risk
0324-BRPCJ,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,1,70,4481,Competitor offered more data,0.4741373753896822,Medium Risk
2777-PHDEI,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,1,98,3458,Competitor offered more data,0.6993790930302548,Medium Risk
1196-AMORA,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0,Yes,1,87,2679,Competitor offered more data,0.6691880544919018,Medium Risk
4282-YMKNA,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,1,82,5003,Competitor made better offer,0.7228169439509837,High Risk
5356-RHIPP,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,81,5355,Competitor made better offer,0.2916387243291944,Low Risk
9189-JWSHV,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,1,100,4937,Price too high,0.7897147696586118,High Risk
0746-JTRFU,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,1,77,4810,Product dissatisfaction,0.6720997377415406,Medium Risk
0576-WNXXC,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,1,75,2999,Service dissatisfaction,0.6765003032591426,Medium Risk
4628-CTTLA,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,1,66,4917,Lack of self-service on Website,0.17627859165813536,Low Risk
2876-VBBBL,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,1,85,2783,Network reliability,0.288614703140075,Low Risk
6834-NXDCA,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519,Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,1,82,2967,Limited range of services,0.5562044147205373,Medium Risk
5597-GLBUC,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,1,95,4931,Lack of affordable download/upload speed,0.7465658703209299,High Risk
2748-MYRVK,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,1,71,4776,Long distance charges,0.14424371525314367,Low Risk
4822-YCXMX,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,1,70,4203,Extra data charges,0.6589749007108736,Medium Risk
9821-POOTN,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,1,94,4639,Price too high,0.5837343348332531,Medium Risk
6559-ILWKJ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,1,95,4879,Product dissatisfaction,0.041894640131816305,Low Risk
4229-CZMLL,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,87,4160,Service dissatisfaction,0.7443506615349804,High Risk
3663-MITLP,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,1,85,3968,Lack of self-service on Website,0.6689793081089543,Medium Risk
9025-ZRPVR,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,1,78,5403,Network reliability,0.22663664884929985,Low Risk
3285-UCQVC,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,82,4429,Don't know,0.12015971324767766,Low Risk
5482-PLVPE,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,72,3278,Competitor had better devices,0.5941649152308284,Medium Risk
4902-OHLSK,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,1,93,4235,Competitor offered higher download speeds,0.5441097573887853,Medium Risk
0495-ZBNGW,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,90,4324,Competitor offered more data,0.7249121518938828,High Risk
2357-COQEK,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,1,78,4136,Competitor made better offer,0.631975402820004,Medium Risk
3737-GCSPV,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,92,3101,Competitor had better devices,0.5661164533740227,Medium Risk
4088-YLDSU,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,1,86,4369,Competitor had better devices,0.3364661929244351,Medium Risk
2034-CGRHZ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,1,66,5245,Competitor offered higher download speeds,0.6177725034793708,Medium Risk
5797-APWZC,1,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,92,2540,Competitor offered higher download speeds,0.7289904833581489,High Risk
3683-QKIUE,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,1,88,4713,Competitor offered higher download speeds,0.30921627091406334,Medium Risk
4228-ZGYUW,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,98,3212,Competitor offered more data,0.7684140988177931,High Risk
3519-ZKXGG,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data,0.8066839741680751,High Risk
6416-TVAIH,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,1,89,5753,Competitor offered more data,0.7792992703028581,High Risk
5108-ADXWO,1,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,1,75,4509,Competitor made better offer,0.5534668592980033,Medium Risk
3066-RRJIO,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,1,65,5341,Competitor made better offer,0.6491922356719719,Medium Risk
6715-OFDBP,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978,-122.177746,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,1,84,4944,Price too high,0.6032595292596759,Medium Risk
1567-DSCIC,1,United States,California,San Mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,71,2632,Product dissatisfaction,0.7455447726709074,High Risk
2150-UWTFY,1,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1,87,4626,Service dissatisfaction,0.036897214581488105,Low Risk
2683-BPJSO,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.601461,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,1,99,2651,Lack of self-service on Website,0.5205478064239183,Medium Risk
2157-MXBJS,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,89,4800,Network reliability,0.4257897140373855,Medium Risk
9360-AHGNL,1,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,1,69,5863,Limited range of services,0.2730411155012683,Low Risk
1087-UDSIH,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,81,5000,Lack of affordable download/upload speed,0.27315192910823494,Low Risk
5485-WUYWF,1,United States,California,Crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,87,4522,Long distance charges,0.3006228352553637,Medium Risk
2632-UCGVD,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,72,4512,Extra data charges,0.3514368855432757,Medium Risk
5445-PZWGX,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,Price too high,0.08972630630891815,Low Risk
9170-CCKOU,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,91,2026,Product dissatisfaction,0.4049329606325629,Medium Risk
1043-YCUTE,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1,79,6484,Service dissatisfaction,0.013982134969644235,Low Risk
3814-MLAXC,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,1,67,2554,Lack of self-service on Website,0.3590581387483841,Medium Risk
1226-UDFZR,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,1,78,3599,Network reliability,0.42103948346106934,Medium Risk
6425-YQLLO,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,1,86,6117,Don't know,0.1939422857478872,Low Risk
5442-UTCVD,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,1,91,2704,Attitude of service provider,0.7137526360881782,High Risk
7734-DBOAI,1,United States,California,Pope Valley,94567,"38.672708, -122.403219",38.672708,-122.403219,Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,1,93,5434,Attitude of support person,0.2510102714493623,Low Risk
2091-RFFBA,1,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,75,2560,Attitude of support person,0.5526480225053567,Medium Risk
2114-MGINA,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1,81,4107,Attitude of support person,0.652900677424735,Medium Risk
4489-SNOJF,1,United States,California,Deer Park,94576,"38.554383, -122.474773",38.554383,-122.474773,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,83,5898,Don't know,0.049806099963951314,Low Risk
6899-PPEEA,1,United States,California,Vallejo,94590,"38.104705, -122.247387",38.104705,-122.247387,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,81,4448,Attitude of service provider,0.6412049611431075,Medium Risk
2187-LZGPL,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,68,4414,Attitude of service provider,0.5344523224829796,Medium Risk
4597-NUCQV,1,United States,California,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,87,4287,Attitude of support person,0.702417730199861,High Risk
9019-QVLZD,1,United States,California,Oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,81,5082,Competitor made better offer,0.6911301608996644,Medium Risk
3707-LRWZD,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,68,3553,Moved,0.3542467725644173,Medium Risk
1455-ESIQH,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,Moved,0.8021919995851998,High Risk
2979-SXESE,1,United States,California,Berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,66,4103,Moved,0.6130827428429024,Medium Risk
4013-TLDHQ,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,72,3666,Competitor had better devices,0.5390512607964804,Medium Risk
3754-DXMRT,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,86,5655,Competitor offered higher download speeds,0.5446198229737316,Medium Risk
7130-VTEWQ,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,Competitor offered more data,0.7273347357120641,High Risk
6121-VZNQB,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,84,5890,Competitor made better offer,0.2947818343626946,Low Risk
7903-CMPEY,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,Competitor had better devices,0.7568250063052328,High Risk
6996-KNSML,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,73,5919,Competitor had better devices,0.7026291260814006,High Risk
1704-NRWYE,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,71,5242,Competitor offered higher download speeds,0.7088854148429713,High Risk
2592-SEIFQ,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,69,3503,Competitor offered higher download speeds,0.5789570391961449,Medium Risk
7481-ATQQS,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,70,5651,Competitor offered higher download speeds,0.3735378162722452,Medium Risk
8642-GVWRF,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,1,65,3039,Competitor offered more data,0.5596241492241782,Medium Risk
3400-ESFUW,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,69,5463,Competitor offered more data,0.010464025164004045,Low Risk
2057-ZBLPD,1,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,72,2036,Competitor offered more data,0.739887818186827,High Risk
5502-RLUYV,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,86,4283,Competitor made better offer,0.4824401366900454,Medium Risk
0023-HGHWL,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,85,5437,Competitor made better offer,0.68581943418679,Medium Risk
9039-RBEEE,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,80,3080,Price too high,0.1353731261417611,Low Risk
8417-FMLZI,1,United States,California,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,91,4242,Product dissatisfaction,0.6756156349494339,Medium Risk
1792-UXAFY,1,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,89,5082,Service dissatisfaction,0.6167810687489809,Medium Risk
0515-YPMCW,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,90,3525,Lack of self-service on Website,0.6492849432448452,Medium Risk
0378-XSZPU,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,88,4026,Network reliability,0.021814726200133572,Low Risk
4729-XKASR,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,96,3001,Limited range of services,0.22654993152732514,Low Risk
5449-FIBXJ,1,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,67,2349,Lack of affordable download/upload speed,0.6754377444898632,Medium Risk
9837-BMCLM,1,United States,California,Stockton,95202,"37.959706, -121.287669",37.959706,-121.287669,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,71,3567,Long distance charges,0.7573784987359742,High Risk
